FECHA;PRECIP;TMAX;TMIN;TMEAN;DIAS_FALTANTES;PET;D;SPI_3;SPI_12;SPEI_3;SPEI_12
1991-01-01;0.0;26.112903225806452;12.03225806451613;19.072580645161292;0;58.75696583215413;-58.75696583215413;;;;
1991-02-01;0.0;27.267857142857142;12.821428571428571;20.044642857142858;0;60.52762279438195;-60.52762279438195;;;;
1991-03-01;0.0;26.451612903225808;12.14516129032258;19.298387096774192;0;60.61475101298339;-60.61475101298339;-1.1107716166367854;;-0.40740291758243513;
1991-04-01;0.0;27.916666666666668;13.033333333333333;20.475;0;68.59880414192416;-68.59880414192416;-0.8416212335729142;;-0.10277182593079397;
1991-05-01;0.0;28.451612903225808;16.451612903225808;22.451612903225808;0;90.45049099992164;-90.45049099992164;-1.1107716166367854;;0.26369988518390375;
1991-06-01;171.5;29.683333333333334;20.033333333333335;24.858333333333334;0;114.58683396794962;56.913166032050384;-0.3523502308496355;;-0.26116121001832915;
1991-07-01;234.7;30.274193548387096;20.193548387096776;25.233870967741936;0;123.19629940837373;111.50370059162626;-1.6072245419020652;;-1.312136208872418;
1991-08-01;174.7;30.79032258064516;20.241935483870968;25.516129032258064;0;126.87451336621959;47.8254866337804;-2.198872623585326;;-1.8390080635616706;
1991-09-01;120.6;31.15;20.2;25.674999999999997;0;124.81402850318538;-4.214028503185389;-2.4397246355206073;;-2.155583376137362;
1991-10-01;179.6;30.612903225806452;18.758064516129032;24.685483870967744;0;116.24131069666804;63.35868930333196;-2.3954908103543175;;-2.2887197168691715;
1991-11-01;41.4;28.666666666666668;15.9;22.283333333333335;0;85.80823038609353;-44.40823038609353;-1.3664171404887064;;-1.0713198065483789;
1991-12-01;118.5;27.096774193548388;15.435483870967742;21.266129032258064;0;78.36139363435703;40.13860636564297;1.2776027449853868;-2.5833766925850954;1.4613115422702792;-2.4206784695166146
1992-01-01;331.26;23.903225806451612;14.435483870967742;19.169354838709676;0;58.21409083772894;273.0459091622711;2.0534572864816028;-1.5703467708403924;2.033391990134169;-1.0973426800296104
1992-02-01;56.04;25.43103448275862;12.10344827586207;18.767241379310345;0;51.41117595243672;4.628824047563278;2.6457982740736607;-1.4399789003568186;2.4116291661166764;-0.7812502723620146
1992-03-01;18.69;28.016129032258064;14.306451612903226;21.161290322580644;0;76.1449398041129;-57.4549398041129;2.441311817886247;-1.1788430279591957;2.1031872317573717;-0.7490663698458045
1992-04-01;7.5;28.1;14.283333333333333;21.191666666666666;0;73.97630350012663;-66.47630350012663;1.7506911540676848;0.01351219790283482;1.0920862689165802;-0.7123293316311592
1992-05-01;11.72;29.838709677419356;17.35483870967742;23.596774193548388;0;102.36205830676467;-90.64205830676467;0.9177385261833316;-1.2364332187511826;0.3741489839404606;-0.7260894618691904
1992-06-01;326.24;31.033333333333335;21.766666666666666;26.4;0;134.37232301470118;191.86767698529883;0.7334497590543536;-0.37283878426195416;0.6829698247997777;0.13176671995920217
1992-07-01;418.79;30.06451612903226;20.338709677419356;25.201612903225808;0;122.39177209630539;296.39822790369465;0.7074429900004845;0.11717728815393502;0.8447713156899715;0.530514484692995
1992-08-01;555.51;30.35483870967742;20.080645161290324;25.217741935483872;0;122.60463963602585;432.9053603639741;1.0456566030711312;1.3647500947182447;1.1881853830846487;1.612926002716339
1992-09-01;220.57;30.483333333333334;20.283333333333335;25.383333333333333;0;120.77769563059404;99.79230436940595;-0.1080153008512459;1.2559528232570767;0.07949713667740606;1.4912731313727412
1992-10-01;123.57;30.79032258064516;18.822580645161292;24.806451612903224;0;117.24924429132872;6.320755708671271;-0.25869708474895614;1.2911235339196692;0.014223251468458866;1.5245745968949094
1992-11-01;10.57;29.383333333333333;15.666666666666666;22.525;0;87.31065917485088;-76.74065917485089;-1.2323099114713036;1.4470336233080288;-0.9823732082499465;1.43086774017506
1992-12-01;137.26;27.661290322580644;14.790322580645162;21.225806451612904;0;76.77712077387876;60.48287922612123;0.7259677714643367;1.4664671484293097;0.9685395177566611;1.549749540229599
1993-01-01;36.37;26.661290322580644;12.709677419354838;19.68548387096774;0;64.62522734945092;-28.255227349450927;1.137125751700959;0.6304101401656345;1.1944505809827828;0.921061679859765
1993-02-01;0.28;26.410714285714285;10.892857142857142;18.651785714285715;0;50.71957580897317;-50.43957580897317;1.4208732664389954;0.4237177568953675;1.3459058174015177;0.837668544837304
1993-03-01;0.26;27.451612903225808;11.451612903225806;19.451612903225808;0;62.64423835188581;-62.38423835188581;0.24287696358590793;0.37203320723207567;0.27436978449017996;0.7978991247575707
1993-04-01;0.25;27.633333333333333;12.116666666666667;19.875;0;64.12110091019332;-63.87110091019332;-0.05288486128177212;0.04792621974970701;0.18626398124308935;0.7902885608541471
1993-05-01;0.18;28.258064516129032;14.96774193548387;21.612903225806452;0;82.42847921351179;-82.24847921351179;-0.5332386669118484;0.2577416521027529;0.5016466442662809;0.8122911124871515
1993-06-01;307.66;29.433333333333334;19.316666666666666;24.375;0;109.1182867889773;198.54171321102274;0.5412829560548693;0.27940402596184966;0.7873481163449944;0.8026225513274918
1993-07-01;442.28000000000003;30.14516129032258;20.161290322580644;25.153225806451612;0;122.37512929733815;319.90487070266187;0.6648644259721047;0.22377278774883358;1.0389516476701157;0.8229715026062402
1993-08-01;334.87;30.774193548387096;20.14516129032258;25.45967741935484;0;126.29703525040581;208.57296474959418;0.11506412144939115;-0.5792253053766647;0.33120493394007444;-0.03932196611919727
1993-09-01;252.48;30.966666666666665;20.066666666666666;25.516666666666666;0;122.93689514839355;129.54310485160644;-0.6095266792885011;-0.25399160452749625;-0.4789057300860037;0.14855809144621213
1993-10-01;31.419999999999998;31.096774193548388;19.451612903225808;25.274193548387096;0;123.91414679147606;-92.49414679147606;-1.5188924493572888;-0.7687412876658384;-1.426661219044639;-0.1757151709174237
1993-11-01;9.35;29.483333333333334;16.05;22.766666666666666;0;91.34256925110564;-81.99256925110565;-2.0548030228618885;-0.9924105012918565;-1.439202641778849;-0.12347414435470797
1993-12-01;0.19;28.016129032258064;13.483870967741936;20.75;0;74.12805540709618;-73.93805540709619;-1.4171252957013099;-1.2262543126705445;-1.2001801178570761;-0.6802417360429414
1994-01-01;0.31;27.096774193548388;11.935483870967742;19.516129032258064;0;61.55462352801097;-61.24462352801097;-0.2279974675754496;-1.5398967251901166;-0.7557094603760164;-0.9270511984392016
1994-02-01;0.27;26.75;11.375;19.0625;0;52.18633434415798;-51.916334344157974;-0.863031204687599;-1.650822391668366;-0.837123767277342;-1.0905129382932053
1994-03-01;0.27;27.129032258064516;12.629032258064516;19.879032258064516;0;64.68513430290741;-64.41513430290742;-0.8663388652660584;-1.4429816617570606;-0.3573662487501843;-0.9918936600072205
1994-04-01;0.22;27.6;13.633333333333333;20.616666666666667;0;69.05057039902259;-68.83057039902259;-0.05983856443623146;0.006840812141840063;0.0029172303927380034;-0.9895819636645277
1994-05-01;0.25;29.35483870967742;16.241935483870968;22.798387096774192;0;93.54687023976109;-93.29687023976109;-0.5200636229799513;-1.5995404798631228;0.10974976561722642;-1.0615038605560354
1994-06-01;191.78;30.1;20.366666666666667;25.233333333333334;0;118.97247720448166;72.80752279551834;-0.18817644402747247;-2.1056754068808434;-0.16418018273632748;-1.8645876609079703
1994-07-01;514.25;30.774193548387096;20.338709677419356;25.556451612903224;0;127.22288485254087;387.02711514745914;0.38220429805664835;-1.60580275939177;0.6756909776478807;-1.1847531032738463
1994-08-01;349.7;30.419354838709676;20.032258064516128;25.225806451612904;0;122.83951542350276;226.86048457649724;-0.012935724716880327;-1.5408334494123115;0.13928732923425;-1.0949395309973622
1994-09-01;217.85;32.7;20.4;26.55;0;136.4339608305611;81.4160391694389;-0.4469576592922294;-2.37370616020257;-0.353936666941032;-1.2027036445009558
1994-10-01;103.04;30.580645161290324;19.016129032258064;24.798387096774192;0;117.31559084407701;-14.275590844077001;-1.2521025515553181;-2.107841463945958;-1.1572721705109843;-1.1011409271618562
1994-11-01;97.72999999999999;29.533333333333335;16.816666666666666;23.175;0;94.61223074581657;3.1177692541834148;-0.7174263671384192;-1.406371027893834;-0.7372682694041279;-0.7148733906402182
1994-12-01;13.780000000000001;27.677419354838708;14.161290322580646;20.919354838709676;0;74.2079592916062;-60.4279592916062;0.24087423757272905;-0.9667746874439495;0.4521984545857496;-0.530033314112825
1995-01-01;22.34;26.5;12.564516129032258;19.532258064516128;0;62.251655058721475;-39.91165505872148;0.9102682871411317;-0.9941015169463716;0.8851762183416034;-0.3879964544456436
1995-02-01;0.25;28.535714285714285;13.696428571428571;21.116071428571427;0;69.19788332688414;-68.94788332688414;0.35078071178579157;-1.0822542539492155;-0.41109406984092944;-0.5745096714462254
1995-03-01;0.28;26.838709677419356;12.741935483870968;19.79032258064516;0;64.46542426048782;-64.18542426048782;0.0015246791477080107;-0.9273731937155576;-0.2637584850513505;-0.6053842278937849
1995-04-01;0.23;27.283333333333335;13.216666666666667;20.25;0;66.31851231451364;-66.08851231451364;-0.05983856443623146;0.018581984017173352;-0.3366691145498772;-0.5676765938415221
1995-05-01;1.9000000000000001;28.129032258064516;17.032258064516128;22.58064516129032;0;91.58614501909668;-89.68614501909667;-0.2528246418056845;-1.0409618396162783;0.25718267952888835;-0.5621448707542942
1995-06-01;126.92;29.716666666666665;20.383333333333333;25.049999999999997;0;116.83706504405825;10.082934955941752;-0.7453285440337561;-1.0910192363599054;-0.5980431873160008;-0.583912580387397
